ISBN           Title                                    Ed  Author(s)                                     Year  Price   
2359932624009  Mastering C++ Principles                  6  Frank Ross & David Silberschatz               2006   87.22
7771399836259  C++ Security                              4  David Kurose & David Ross                     1999   62.72
3107995099367  Game Principles                           4  Bob Quicksilver & Charlie Lee                 1998   64.57
5412703883979  Java Problems                             3  Gerry Silberschatz & Frank Tanenbaum          2003    4.11
3543256135294  Hacking Web Principles                    8  Frank Quicksilver & David Quicksilver         1999   43.78
4289488064536  Mastering Game Concepts                   5  Frank Tanenbaum                               1996   85.25
9223372652110  Understanding Game Security               1  Charlie Kurose & Harry O'Reilly               1993   89.75
4209499497802  Diving into Hardware Security             5  Eve O'Reilly & Alice Patterson                2011    9.54
4606426290219  Computer Fundamentals                     6  Irene Null & Irene Quicksilver                1990   69.18
1586147605861  Operating Basics                          9  David Patterson                               2005   33.43
4657407491213  Hacking Secure Concepts                   4  David Lee                                     1998   35.44
4773424497088  Introduction to Computer Problems         1  Charlie O'Reilly & Bob Miller                 2003   32.61
9613357777773  Mastering Secure Problems                 9  Eve Silberschatz & Irene Tanenbaum            2006   42.23
3994650290481  C++ Security                              1  Bob Kurose & Charlie Quicksilver              1998   72.33
